# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
Colorado River Below Interstate Bridge,AZ,33.6006,-114.5497,US/Mountain,,,,0,,,,stream,,LC,biblc,
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-13 00:00:00,6937,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-12 00:00:00,6768.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-11 00:00:00,6630.92,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-10 00:00:00,6433.79,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-09 00:00:00,3885.54,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-08 00:00:00,6965.42,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-07 00:00:00,7366.08,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-06 00:00:00,6532.33,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-05 00:00:00,6029.12,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-04 00:00:00,5407,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-03 00:00:00,5721.12,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-02 00:00:00,3827.83,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-02-01 00:00:00,6292.04,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-31 00:00:00,6499.17,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-30 00:00:00,6050.83,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-29 00:00:00,5633.12,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-28 00:00:00,5301.92,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-27 00:00:00,5229.62,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-26 00:00:00,3307.25,cubic feet per second
Colorado River Below Interstate Bridge,biblc,Streamflow,2018-01-25 00:00:00,4735.67,cubic feet per second
