# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
Colorado River at Parker Gage,CA,34.1428,-114.3189,US/Pacific,,,,0,,,,stream,,LC,pglc,347.3
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
Colorado River at Parker Gage,pglc,Streamflow,2017-12-27 00:00:00,3949.71,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-26 00:00:00,5846.08,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-25 00:00:00,5003.5,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-24 00:00:00,5246.54,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-23 00:00:00,4315.58,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-22 00:00:00,751.625,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-21 00:00:00,1756.96,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-20 00:00:00,5438.25,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-19 00:00:00,4262.71,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-18 00:00:00,3409.29,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-17 00:00:00,4974.58,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-16 00:00:00,5070.79,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-15 00:00:00,5545.21,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-14 00:00:00,4064.12,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-13 00:00:00,5301.12,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-12 00:00:00,4992.33,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-11 00:00:00,4930.58,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-10 00:00:00,5567.42,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-09 00:00:00,6338.71,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-08 00:00:00,7082.92,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-07 00:00:00,4852.12,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-06 00:00:00,4890.83,cubic feet per second
Colorado River at Parker Gage,pglc,Streamflow,2017-12-05 00:00:00,4599.5,cubic feet per second
