# SITE INFORMATION #
description,state,latitude,longitude,timezone,install,horizontalDatum,verticalDatum,verticalAccuracy,elevationMethod,tzOffset,activeFlag,type,responsibility,agencyRegion,siteid,elevation
Colorado River Below McIntyre Park,AZ,33.5164,-114.5692,US/Mountain,,,,0,,,,stream,,LC,bmplc,
# SERIES DATA #
Site,Site ID,Parameter,Date,Value,Units
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-24 00:00:00,9596,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-23 00:00:00,6968.17,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-22 00:00:00,10128.3,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-21 00:00:00,8675.54,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-20 00:00:00,8576.42,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-19 00:00:00,10059.1,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-18 00:00:00,10233.1,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-17 00:00:00,9852.42,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-16 00:00:00,5423.29,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-15 00:00:00,8112.83,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-14 00:00:00,9216.79,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-13 00:00:00,8546.5,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-12 00:00:00,8106.79,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-11 00:00:00,8140.54,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-10 00:00:00,7575.04,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-09 00:00:00,5768.25,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-08 00:00:00,10240.8,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-07 00:00:00,9463.08,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-06 00:00:00,9449.04,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-05 00:00:00,8987.58,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-04 00:00:00,8311.04,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-03 00:00:00,8287.46,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-02 00:00:00,5996.62,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-03-01 00:00:00,6660.33,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-28 00:00:00,6715.71,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-27 00:00:00,6615.75,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-26 00:00:00,6862.62,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-25 00:00:00,7382.38,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-24 00:00:00,6460.33,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-23 00:00:00,6394.62,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-22 00:00:00,7756.42,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-21 00:00:00,7239.29,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-20 00:00:00,7396.96,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-19 00:00:00,6985.79,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-18 00:00:00,7146.46,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-17 00:00:00,7347.42,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-16 00:00:00,6365.29,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-15 00:00:00,7400.67,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-14 00:00:00,7339.96,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-13 00:00:00,7129.12,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-12 00:00:00,6924.46,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-11 00:00:00,6828.58,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-10 00:00:00,6491.62,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-09 00:00:00,4286.79,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-08 00:00:00,7542.92,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-07 00:00:00,7659.79,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-06 00:00:00,6498.08,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-05 00:00:00,6239.79,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-04 00:00:00,5663.83,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-03 00:00:00,5707.21,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-02 00:00:00,4290.04,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-02-01 00:00:00,6787.21,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-31 00:00:00,6708.04,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-30 00:00:00,6182.79,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-29 00:00:00,5776,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-28 00:00:00,5466.83,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-27 00:00:00,5190.33,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-26 00:00:00,3565.46,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-25 00:00:00,4974.5,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-24 00:00:00,5392.75,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-23 00:00:00,6208.58,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-22 00:00:00,6094.79,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-21 00:00:00,5423.83,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-20 00:00:00,4592.92,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-19 00:00:00,3505.25,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-18 00:00:00,3833.04,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-17 00:00:00,4972.33,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-16 00:00:00,5390.62,cubic feet per second
Colorado River Below McIntyre Park,bmplc,Streamflow,2018-01-15 00:00:00,5573.29,cubic feet per second
